,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
2,0.24008605002682323,0.2503716554090456,EX_succ_e,0.9941375876206737,2,"['FUM', 'GLCabcpp']",P,5.105999946594238,0.3,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.11729381066987256,2.313167513851067,EX_succ_e,0.48568496990622945,2,"['PFL', 'RPI']",M,15.593999862670898,0.4,iJO
1,0.11729413073444912,2.313502931141809,EX_succ_e,0.4856862952153259,2,"['PFL', 'RPI']",O,9.684000015258789,0.4,iJO
2,0.24008605002682237,0.2503717931719507,EX_succ_e,0.9941375876206702,2,"['AKGDH', 'FUM']",P,4.823999881744385,0.4,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.18310921116800444,1.41483271096082,EX_succ_e,0.7582104393043527,2,"['PFL', 'TKT2']",M,18.432000160217285,0.5,iJO
1,0.18310942408227016,1.414795534342119,EX_succ_e,0.75821132093023,2,"['PFL', 'TKT2']",O,9.535000085830688,0.5,iJO
2,0.24008605002682523,0.250371661105909,EX_succ_e,0.9941375876206819,2,"['FUM', 'PYK']",P,4.365999937057495,0.5,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.18310921116800336,1.4148330512443064,EX_succ_e,0.7582104393043483,2,"['PFL', 'TKT2']",M,13.27999997138977,0.6,iJO
1,0.18310942408227157,1.414828073101551,EX_succ_e,0.7582113209302359,2,"['PFL', 'TKT2']",O,8.401999950408936,0.6,iJO
2,0.240086050026825,0.2503718377657812,EX_succ_e,0.994137587620681,2,"['AKGDH', 'FUM']",P,4.042999982833862,0.6,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.18310921116800433,1.4148350941107883,EX_succ_e,0.7582104393043523,2,"['PFL', 'TKT2']",M,11.59000015258789,0.7,iJO
1,0.1831094240822982,1.4147946887482252,EX_succ_e,0.7582113209303462,2,"['PFL', 'TKT2']",O,7.187000036239624,0.7,iJO
2,0.24008605002682523,0.2503720300807316,EX_succ_e,0.9941375876206819,2,"['FUM', 'LDH_D']",P,3.1740000247955322,0.7,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.24008248237491311,0.25040903256266706,EX_succ_e,0.9941228148470661,2,"['FUM', 'MDH']",M,13.29200005531311,0.8,iJO
1,0.24008605002682526,0.2503716966233507,EX_succ_e,0.994137587620682,2,"['FUM', 'GND']",O,5.631999969482422,0.8,iJO
2,0.240086050026853,0.250371336409777,EX_succ_e,0.9941375876207968,2,"['FUM', 'HEX1']",P,2.4609999656677246,0.8,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.24008359619418823,0.2505476199233269,EX_succ_e,0.9941274269001491,2,"['FUM', 'SUCOAS']",M,21.05900001525879,0.9,iJO
1,0.24008605002682498,0.2503716505234677,EX_succ_e,0.9941375876206809,2,"['FUM', 'G6PDH2r']",O,3.861999988555908,0.9,iJO
2,0.24008605002682673,0.25037186066722106,EX_succ_e,0.9941375876206882,2,"['FUM', 'PGL']",P,1.7260000705718994,0.9,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.05128195485444409,9.608955589340974,EX_succ_e,0.21234602710892006,3,"['ALCD2x', 'GLCptspp', 'PYK']",M,21.795000076293945,0.1,iJO
1,0.05128200941610097,9.608799487839574,EX_succ_e,0.21234625303539076,3,"['ACALD', 'GLCptspp', 'PYK']",O,65.3840000629425,0.1,iJO
2,0.051282009416102864,9.60879970221654,EX_succ_e,0.2123462530353986,3,"['ACALD', 'GLCptspp', 'PYK']",P,39.365999937057495,0.1,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.0512819567360113,9.608809480280222,EX_succ_e,0.21234603490002948,3,"['ACALD', 'GLCptspp', 'PYK']",M,109.04399991035461,0.2,iJO
1,0.05128200941603794,9.60894885418791,EX_succ_e,0.21234625303512975,3,"['ACALD', 'GLCptspp', 'PYK']",O,63.325000047683716,0.2,iJO
2,0.05128200941607183,9.608799114243126,EX_succ_e,0.2123462530352701,3,"['ALCD2x', 'GLCptspp', 'PYK']",P,30.14900016784668,0.2,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.11255677040726393,9.109142005426968,EX_succ_e,0.4660700452631458,3,"['ALCD2x', 'LDH_D', 'PFL']",M,67.87199997901917,0.3,iJO
1,0.11255689675892552,9.109127174089584,EX_succ_e,0.4660705684544601,3,"['ACALD', 'LDH_D', 'PFL']",O,50.33200001716614,0.3,iJO
2,0.11255689675893182,9.109126625714348,EX_succ_e,0.4660705684544862,3,"['ALCD2x', 'LDH_D', 'PFL']",P,20.689000129699707,0.3,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.11255677040726213,9.109143019576624,EX_succ_e,0.46607004526313833,3,"['ALCD2x', 'LDH_D', 'PFL']",M,16.269999980926514,0.4,iJO
1,0.11255689675895204,9.1091271281542,EX_succ_e,0.4660705684545699,3,"['ALCD2x', 'LDH_D', 'PFL']",O,46.84299993515015,0.4,iJO
2,0.11255689675892484,9.109126625714358,EX_succ_e,0.46607056845445727,3,"['ALCD2x', 'LDH_D', 'PFL']",P,18.575999975204468,0.4,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.1831092111680032,1.4148325837300955,EX_succ_e,0.7582104393043476,3,"['AKGDH', 'PFL', 'TKT2']",M,24.394999980926514,0.5,iJO
1,0.1831094240822694,1.4147947187487298,EX_succ_e,0.758211320930227,3,"['PFL', 'TKT2', 'TALA']",O,63.11399984359741,0.5,iJO
2,0.24008610272220585,0.25037209456841275,EX_succ_e,0.9941378058193593,3,"['FUM', 'GND', 'LDH_D']",P,50.04900002479553,0.5,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.1831092111680035,1.4148331020445737,EX_succ_e,0.7582104393043488,3,"['AKGDH', 'PFL', 'TKT2']",M,30.60099983215332,0.6,iJO
1,0.18310942408226918,1.4147949484214983,EX_succ_e,0.758211320930226,3,"['PFK', 'PFL', 'TKT2']",O,58.347999811172485,0.6,iJO
2,0.24008605002682698,0.25037199704637275,EX_succ_e,0.9941375876206892,3,"['FUM', 'HEX1', 'SUCOAS']",P,37.75600004196167,0.6,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.1831092111670572,1.4148325508000708,EX_succ_e,0.7582104393004304,3,"['MDH2', 'PFL', 'TKT2']",M,29.419000148773193,0.7,iJO
1,0.1831094240822982,1.414795141620712,EX_succ_e,0.7582113209303462,3,"['MDH2', 'PFL', 'TKT2']",O,52.48599982261658,0.7,iJO
2,0.24008605002682493,0.2503720943327351,EX_succ_e,0.9941375876206807,3,"['FUM', 'FBA', 'PYK']",P,23.124000072479248,0.7,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.2393285606659383,0.25746760892543186,EX_succ_e,0.9910010095238024,3,"['FUM', 'PYK', 'TALA']",M,17.32099986076355,0.8,iJO
1,0.24008605002682742,0.2503715470626609,EX_succ_e,0.994137587620691,3,"['FUM', 'FBA', 'GND']",O,38.665000200271606,0.8,iJO
2,0.24008605002682548,0.2503716882270228,EX_succ_e,0.994137587620683,3,"['FRD2', 'FUM', 'MDH2']",P,10.995999813079834,0.8,iJO
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.24008248223518816,0.25040889797257465,EX_succ_e,0.9941228142684992,3,"['FUM', 'MDH', 'PGL']",M,9.980000019073486,0.9,iJO
1,0.2415018320297198,0.08006479249689744,EX_succ_e,0.9999999944735463,3,"['GND', 'HEX1', 'MDH3']",O,23.141000032424927,0.9,iJO
2,0.24008605002682484,0.2503713364099676,EX_succ_e,0.9941375876206804,3,"['FUM', 'GND', 'HEX1']",P,5.322000026702881,0.9,iJO
