,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.8175243488597127,0.8570146915837632,EX_succ_e,0.9231604679557328,1,['FUM'],M,3.940000057220459,0.1,iAF
1,0.817632942512984,0.8510345868216308,EX_succ_e,0.9232830934994378,1,['FUM'],O,1.4129998683929443,0.1,iAF
2,0.8176329424283243,0.8509228679721489,EX_succ_e,0.9232830934038387,1,['FUM'],P,1.3299999237060547,0.1,iAF
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.8176329424566797,0.8510365568621039,EX_succ_e,0.9232830934358581,1,['FUM'],M,4.363999843597412,0.2,iAF
1,0.8176329425129838,0.851034858722377,EX_succ_e,0.9232830934994375,1,['FUM'],O,1.3000001907348633,0.2,iAF
2,0.8176329424283243,0.8509228679721489,EX_succ_e,0.9232830934038387,1,['FUM'],P,1.1530001163482666,0.2,iAF
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.8176329424566424,0.8510383636344223,EX_succ_e,0.923283093435816,1,['FUM'],M,4.8420000076293945,0.3,iAF
1,0.8176329425129938,0.851032523742004,EX_succ_e,0.9232830934994488,1,['FUM'],O,1.3399999141693115,0.3,iAF
2,0.8176329424283244,0.8509228679721489,EX_succ_e,0.9232830934038389,1,['FUM'],P,1.1589999198913574,0.3,iAF
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.8175876514785065,0.8535242714326658,EX_succ_e,0.9232319501999865,1,['FUM'],M,5.341000080108643,0.4,iAF
1,0.8176329425129937,0.8510369464103462,EX_succ_e,0.9232830934994487,1,['FUM'],O,1.319000005722046,0.4,iAF
2,0.8176329425110966,0.8509228673605246,EX_succ_e,0.9232830934973065,1,['FUM'],P,1.2109999656677246,0.4,iAF
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.44278561378936476,8.770497443038039,EX_succ_e,0.5,1,['RPI'],M,4.328000068664551,0.5,iAF
1,0.8176329425130004,0.8510300350139641,EX_succ_e,0.9232830934994564,1,['FUM'],O,1.2890000343322754,0.5,iAF
2,0.8176329425111013,0.8509228673301593,EX_succ_e,0.9232830934973117,1,['FUM'],P,1.625,0.5,iAF
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.8176329424566499,0.8510348327867117,EX_succ_e,0.9232830934358244,1,['FUM'],M,5.599999904632568,0.6,iAF
1,0.8176329425130007,0.8510329976921012,EX_succ_e,0.9232830934994566,1,['FUM'],O,1.3300001621246338,0.6,iAF
2,0.8176329425111025,0.8509228672441133,EX_succ_e,0.9232830934973132,1,['FUM'],P,1.2980000972747803,0.6,iAF
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.8176329424566723,0.8510292495478455,EX_succ_e,0.9232830934358497,1,['FUM'],M,4.689000129699707,0.7,iAF
1,0.8677202146293519,8.134364897189938e-05,EX_succ_e,0.9798423747368298,1,['G6PDH2r'],O,1.320000171661377,0.7,iAF
2,0.8176329424283278,0.850922867898968,EX_succ_e,0.9232830934038427,1,['FUM'],P,1.306999921798706,0.7,iAF
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.8176105477365466,0.8522731338483265,EX_succ_e,0.9232578049898973,1,['FUM'],M,5.013999938964844,0.8,iAF
1,0.817632942430226,0.8510385479319709,EX_succ_e,0.9232830934059862,1,['FUM'],O,1.3400001525878906,0.8,iAF
2,0.8176329424283264,0.8509228680153819,EX_succ_e,0.9232830934038412,1,['FUM'],P,1.2809998989105225,0.8,iAF
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.8176329424566856,0.8510305328780357,EX_succ_e,0.9232830934358648,1,['FUM'],M,5.130000114440918,0.9,iAF
1,0.8176329425129936,0.8510408370426841,EX_succ_e,0.9232830934994486,1,['FUM'],O,1.2360000610351562,0.9,iAF
2,0.817632942511096,0.8509228673605266,EX_succ_e,0.9232830934973058,1,['FUM'],P,1.1489999294281006,0.9,iAF
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.08855712256627157,15.132895921602627,EX_succ_e,0.09999999978364092,2,"['RPI', 'TKT1']",M,8.424000024795532,0.1,iAF
1,0.08855712256627157,15.132600852780952,EX_succ_e,0.09999999978364092,2,"['RPE', 'RPI']",O,5.4070000648498535,0.1,iAF
2,0.8176329424579066,0.8509228678046838,EX_succ_e,0.9232830934372436,2,"['FUM', 'PFL']",P,6.633000135421753,0.1,iAF
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.17711424530716613,13.542431601877611,EX_succ_e,0.19999999976446867,2,"['GND', 'TKT2']",M,13.212999820709229,0.2,iAF
1,0.17711424530716613,13.544233786757104,EX_succ_e,0.19999999976446867,2,"['GND', 'RPE']",O,2.735999822616577,0.2,iAF
2,0.8176329424280843,0.8509228679119331,EX_succ_e,0.9232830934035677,2,"['ALCD2x', 'FUM']",P,6.625,0.2,iAF
,v[b],v[c],Bobj,pctBio,K,Strat,Method,Time,minprod,Bacteria
0,0.26567136810626835,11.955254634494224,EX_succ_e,0.2999999998110254,2,"['GND', 'TKT2']",M,8.995999813079834,0.3,iAF
1,0.26567136810626835,11.955261245895134,EX_succ_e,0.2999999998110254,2,"['GND', 'RPE']",O,2.632999897003174,0.3,iAF
