,M_B,M_C,KO,KO_i,FBA_B,FBA_C,Strain,FVA_B,FVA_C,tgt,Che,Che_i,K
0,0.31130576466298765,0.0,"['FBA', 'ACALDtpp', 'RPI']","[1005, 114, 2105]",0.8855712275787295,0.0,iAF,-200.0,-200,50,EX_succ_e,932,3
