,Method,Biomass,Chemical,Time,Strategy,K
0,OPMILP,0.24008577039425538,0.25039140407046534,9.902698516845703,['FUM'],1
1,OPCB,0.24008605002682556,0.25037133641000703,3.5253257751464844,['FUM'],1
2,OPMILP,0.18310921116800138,1.4148317730246758,27.89626121520996,"['PFL', 'TKT2']",2
3,OPCB,0.18310942408227027,1.4147942327340084,18.98518943786621,"['PFL', 'TKT2']",2
4,OPMILP,0.18310921116800313,1.4148317730239208,81.55956840515137,"['FRD2', 'PFL', 'TKT2']",3
5,OPCB,0.18310942408226794,1.4147942327339882,164.74188995361328,"['HEX1', 'PFL', 'TKT2']",3
