,C_Bio,C_Che,Method,Time,Tgt,Strain,K,Strategy,KIndex,E_Bio,E_Che,ICB_Bio,ICB_Che,ICC_Bio,ICC_Che,ID,Pct_Che,Pct_Bio
0,0.24008605002682554,0.25037183293625753,P,1.1370000839233398,10,iJO,1,['FUM'],[1165],0.024150183336436853,14.851757343692995,0.2400860500268259,0.2503713364099685,0.024150183336436853,12.509695742388761,1211,212.77257797772134,99.41375876206833
1,0.2400860500265968,0.25037226966013854,P,4.239000082015991,10,iJO,2,"['FUM', 'PGL']","[1165, 2065]",0.024150183336436853,14.851757343692995,0.24008605002682692,0.2503713364099649,0.024150183336436853,12.509695742388734,1212,212.7731235472949,99.41375876197361
2,0.051282009416102864,9.60879970221654,P,30.979000091552734,10,iJO,3,"['ACALD', 'GLCptspp', 'PYK']","[436, 1291, 2239]",0.024150183336436853,14.851757343692995,0.05128200941610006,9.608799114242993,0.024150183336436853,11.663118001839848,1213,11903.622847219276,21.23462530353986
3,0.24008605002682484,0.25037186175217824,P,1.181999921798706,20,iJO,1,['FUM'],[1165],0.048300366672873705,13.934618849686423,0.2400860500268259,0.2503713364099685,0.048300366672873705,11.619391484770217,1221,212.77261397549992,99.41375876206804
4,0.24008605002682548,0.2503718276908756,P,4.897000074386597,20,iJO,2,"['FRD2', 'FUM']","[1143, 1165]",0.048300366672873705,13.934618849686423,0.24008605002682457,0.25037133640997933,0.048300366672873705,11.619391484771995,1222,212.77257142502086,99.41375876206831
5,0.05128200941607183,9.608799114243126,P,23.55900001525879,20,iJO,3,"['ALCD2x', 'GLCptspp', 'PYK']","[614, 1291, 2239]",0.048300366672873705,13.934618849686423,0.05128200941609967,9.608799114242997,0.048300366672873705,9.846223658090263,1223,11903.6221127039,21.23462530352701
6,0.24008605002682404,0.2503717000798419,P,1.1690001487731934,30,iJO,1,['FUM'],[1165],0.07245055000931055,13.017483830080796,0.24008605002682504,0.250371336409974,0.07245055000931055,10.729087200814268,1231,212.77241200919707,99.4137587620677
7,0.24008605002682323,0.2503716554090456,P,4.950999975204468,30,iJO,2,"['FUM', 'GLCabcpp']","[1165, 1287]",0.07245055000931055,13.017483830080796,0.24008605002682398,0.25037133641000564,0.07245055000931055,10.72908722715944,1232,212.772356204996,99.41375876206737
8,0.11255689675893182,9.109126625714348,P,16.842000007629395,30,iJO,3,"['ALCD2x', 'LDH_D', 'PFL']","[614, 1626, 2077]",0.07245055000931055,13.017483830080796,0.11255689675893565,9.109126625714284,0.07245055000931055,13.016428924310732,1233,11279.415106073575,46.60705684544862
9,0.24008605002682412,0.2503716650667623,P,1.2300000190734863,40,iJO,1,['FUM'],[1165],0.09660073334574741,12.002792694918481,0.24008605002682593,0.2503713364099685,0.09660073334574741,9.838782934423572,1241,212.7723682697275,99.41375876206774
10,0.24008605002682237,0.2503717931719507,P,4.772000074386597,40,iJO,2,"['AKGDH', 'FUM']","[577, 1165]",0.09660073334574741,12.002792694918481,0.2400860500268256,0.2503713364099801,0.09660073334574741,9.838782934433821,1242,212.77252830286523,99.41375876206702
11,0.11255689675892484,9.109126625714358,P,15.22000002861023,40,iJO,3,"['ALCD2x', 'LDH_D', 'PFL']","[614, 1626, 2077]",0.09660073334574741,12.002792694918481,0.11255689675892484,9.109126625714353,0.09660073334574741,11.002703099739819,1243,11279.41510607359,46.607056845445726
12,0.24008605002682562,0.25037171255485724,P,1.1519999504089355,50,iJO,1,['FUM'],[1165],0.12075091668218425,10.909046424222058,0.2400860500268259,0.2503713364099685,0.12075091668218425,8.81438425521218,1251,212.77242759338907,99.41375876206835
13,0.24008605002682523,0.250371661105909,P,4.22599983215332,50,iJO,2,"['FUM', 'PYK']","[1165, 2239]",0.12075091668218425,10.909046424222058,0.24008605002682454,0.25037133640998965,0.12075091668218425,8.81438425521218,1252,212.77236332170176,99.4137587620682
14,0.24008610272220585,0.25037209456841275,P,41.098000049591064,50,iJO,3,"['FUM', 'GND', 'LDH_D']","[1165, 1445, 1626]",0.12075091668218425,10.909046424222058,0.24008605002682512,0.2503713364100099,0.12075091668218425,8.814384400086686,1253,212.77290481705745,99.41378058193592
15,0.2400860500268256,0.2503717279742657,P,1.1610000133514404,60,iJO,1,['FUM'],[1165],0.1449011000186211,9.815300153489005,0.2400860500268283,0.2503713364099716,0.1449011000186211,7.081261106223224,1261,212.772446855812,99.41375876206835
16,0.240086050026825,0.2503718377657812,P,4.140000104904175,60,iJO,2,"['AKGDH', 'FUM']","[577, 1165]",0.1449011000186211,9.815300153489005,0.2400860500268256,0.2503713364099801,0.1449011000186211,7.081261106238473,1262,212.77258401091825,99.4137587620681
17,0.24008605002682698,0.25037199704637275,P,34.66199994087219,60,iJO,3,"['FUM', 'HEX1', 'SUCOAS']","[1165, 1451, 2371]",0.1449011000186211,9.815300153489005,0.24008605002682568,0.2503713364099807,0.1449011000186211,7.081261106226753,1263,212.77278298937622,99.41375876206891
18,0.2400860500268246,0.250371633389058,P,1.2100000381469727,70,iJO,1,['FUM'],[1165],0.16905128335505795,8.721553882766388,0.24008605002682315,0.25037133640998954,0.16905128335505795,5.3481381601210165,1271,212.77232869691645,99.41375876206793
19,0.24008605002682523,0.2503720300807316,P,3.180999994277954,70,iJO,2,"['FUM', 'LDH_D']","[1165, 1626]",0.16905128335505795,8.721553882766388,0.24008605002682318,0.25037133640998777,0.16905128335505795,5.348138160099359,1272,212.772824256964,99.4137587620682
