,C_Bio,C_Che,Method,Time,Tgt,Strain,K,Strategy,KIndex,E_Bio,E_Che,ICB_Bio,ICB_Che,ICC_Bio,ICC_Che,ID,Pct_Che,Pct_Bio
0,0.8176329424283253,0.850922868015381,P,1.0269999504089355,10,iAF,1,['FUM'],[1072],0.08855712275787296,15.133163540624082,0.8176329424299801,0.8509228679138823,0.08855712275787296,14.861854722822526,3211,inf,92.32830934038398
1,0.08855712256627157,15.13290533049487,P,0.6940000057220459,10,iAF,2,"['G6PDH2r', 'TKT1']","[1144, 2208]",0.08855712275787296,15.133163540624082,0.8644334864301658,0.0,0.08855712275787296,15.132847352419049,3212,inf,9.999999978364093
2,0.817632942458856,0.8509228678051822,P,333.8659999370575,10,iAF,3,"['FRD2', 'FUM', 'MDH3']","[1038, 1072, 1615]",0.08855712275787296,15.133163540624082,0.8176329424576724,0.8509228677098335,0.08855712275787296,14.86185472110722,3213,inf,92.32830934383156
3,0.8176329425111009,0.8509228673605278,P,1.0870001316070557,20,iAF,1,['FUM'],[1072],0.17711424551574592,13.544184227166227,0.8176329424299801,0.8509228679138823,0.17711424551574592,13.31295314266064,3221,inf,92.32830934973113
4,0.8176329424479051,0.8509228677562151,P,7.552000045776367,20,iAF,2,"['FUM', 'HEX1']","[1072, 1347]",0.17711424551574592,13.544184227166227,0.8176329424546511,0.8509228677964298,0.17711424551574592,13.312953137909062,3222,inf,92.32830934259498
5,0.8176329425120437,0.8510384417345023,P,189.14199995994568,20,iAF,3,"['FRD2', 'FUM', 'PYK']","[1038, 1072, 2116]",0.17711424551574592,13.544184227166227,0.8176329424299869,0.8509228679138284,0.17711424551574592,13.31295313806578,3223,inf,92.3283093498376
6,0.8176329425111009,0.8509228673605278,P,1.0490000247955322,30,iAF,1,['FUM'],[1072],0.26567136827361887,11.955204913945279,0.8176329424299802,0.8509228679138823,0.26567136827361887,11.764051557751372,3231,inf,92.32830934973113
7,0.26567136810626835,11.954313720777119,P,0.7269999980926514,30,iAF,2,"['G6PDH2r', 'TKT1']","[1144, 2208]",0.26567136827361887,11.955204913945279,0.8656216826526084,0.0,0.26567136827361887,11.954256343874498,3232,inf,29.999999981102537
8,0.26567136810626835,11.954307653609703,P,0.9099998474121094,30,iAF,3,"['G6PDH2r', 'GLCabcpp', 'TKT1']","[1144, 1163, 2208]",0.26567136827361887,11.955204913945279,0.8656216542330641,0.0,0.26567136827361887,11.954256158322096,3233,inf,29.999999981102537
9,0.8176329425111009,0.8509228673605278,P,1.0980000495910645,40,iAF,1,['FUM'],[1072],0.35422849103149184,10.363115957472473,0.8176329424574966,0.8509228678044687,0.35422849103149184,10.215149975507464,3241,inf,92.32830934973113
10,0.8176329424546473,0.8509228677807767,P,6.248999834060669,40,iAF,2,"['FUM', 'PYK']","[1072, 2116]",0.35422849103149184,10.363115957472473,0.8176329424280899,0.8509228679118834,0.35422849103149184,10.215149975148961,3242,inf,92.32830934335632
11,0.3542284908471629,10.363174450935858,P,1.1429998874664307,40,iAF,3,"['FRD2', 'GLCabcpp', 'MDH3']","[1038, 1163, 1615]",0.35422849103149184,10.363115957472473,0.8855712275984478,0.0,0.35422849103149184,10.363115955959074,3243,inf,39.999999979185304
12,0.8176329425111029,0.8509228672441105,P,1.0450000762939453,50,iAF,1,['FUM'],[1072],0.44278561378936476,8.770442988956347,0.8176329424299801,0.8509228679138823,0.44278561378936476,8.666248396039009,3251,inf,92.32830934973136
13,0.8176329423453151,0.8509228685604915,P,5.9079999923706055,50,iAF,2,"['ACALD', 'FUM']","[109, 1072]",0.44278561378936476,8.770442988956347,0.8176329424563142,0.8509228677084069,0.44278561378936476,8.666248395607514,3252,inf,92.32830933101036
14,0.44278561378936476,8.761530792314815,P,1.6660001277923584,50,iAF,3,"['GLCabcpp', 'PGL', 'TKT2']","[1163, 1868, 2209]",0.44278561378936476,8.770442988956347,0.8651378183293628,0.0,0.44278561378936476,8.761478429075307,3253,inf,50.0
15,0.8176329425111002,0.8509228672441091,P,1.1579999923706055,60,iAF,1,['FUM'],[1072],0.5313427365472377,7.177770021487959,0.8176329424299801,0.8509228679138823,0.5313427365472377,7.117346811573952,3261,inf,92.32830934973106
16,0.5313427365472377,7.148698224119248,P,1.7170000076293945,60,iAF,2,"['ACKr', 'AKGDH']","[89, 202]",0.5313427365472377,7.177770021487959,0.8669510754028373,0.0,0.5313427365472377,7.148645338623808,3262,inf,60.0
17,0.817632942346265,0.8509228685609901,P,310.1089999675751,60,iAF,3,"['ACALD', 'FRD2', 'FUM']","[109, 1038, 1072]",0.5313427365472377,7.177770021487959,0.8176329424556025,0.8509228677537182,0.5313427365472377,7.117346811923198,3263,inf,92.32830933111764
18,0.817632942511093,0.8509228673605221,P,1.125,70,iAF,1,['FUM'],[1072],0.6198998593051106,5.585097052506171,0.8176329424299801,0.8509228679138823,0.6198998593051106,5.568445231067017,3271,inf,92.32830934973025
19,0.6198998593051106,5.5684956246986985,P,1.873000144958496,70,iAF,2,"['FUM', 'TALA']","[1072, 2240]",0.6198998593051106,5.585097052506171,0.7793372240669411,0.8110679391781377,0.6198998593051106,5.568445231441512,3272,inf,70.0
20,0.8176329424556007,0.8509228677969312,P,241.73799991607666,70,iAF,3,"['FUM', 'PYK', 'SUCOAS']","[1072, 2116, 2220]",0.6198998593051106,5.585097052506171,0.8176329424299724,0.8509228679139426,0.6198998593051106,5.5252346934244905,3273,inf,92.32830934346397
