,From,Criteria,FBA_Objct,V_biomass,V_chemical,Soltype,Strategy,K
0,CB,vs,B,0.09203004721221865,10.28571428549422,optimal,['RPI'],1
1,MILP,vs,B,0.8458007012594787,0.8895685978560144,optimal,['FUM'],1
2,CB,ys,B,0.09203004726755011,0.0,optimal,['RPI'],1
3,MILP,ys,B,0.845843219931943,0.8867862611051311,optimal,['FUM'],1
4,CB,vs,C,0.09203004721221865,10.28571428549422,optimal,['RPI'],1
5,MILP,vs,C,0.8458007012594787,0.8895685978560144,optimal,['FUM'],1
6,CB,ys,C,0.09203004721221865,10.28572046442423,optimal,['RPI'],1
7,MILP,ys,C,0.09203004721221865,10.285720464834576,optimal,['FUM'],1
