,From,Criteria,FBA_Objct,V_biomass,V_chemical,Soltype,Strategy,K
0,CB,vs,B,0.24008605002682556,0.25037133641000703,optimal,['FUM'],1
1,MILP,vs,B,0.24008577039425538,0.25039140407046534,optimal,['FUM'],1
2,CB,ys,B,0.240085770394248,0.25037200514100455,optimal,['FUM'],1
3,MILP,ys,B,0.240085770394248,0.25037200514100455,optimal,['FUM'],1
4,CB,vs,C,0.24008605002682556,0.25037133641000703,optimal,['FUM'],1
5,MILP,vs,C,0.24008577039425538,0.25039140407046534,optimal,['FUM'],1
6,CB,ys,C,0.12075091668218425,8.814384303490332,optimal,['FUM'],1
7,MILP,ys,C,0.12075091668218425,8.814384303490332,optimal,['FUM'],1
