,From,Criteria,FBA_Objct,V_biomass,V_chemical,Soltype,Strategy,K
0,CB,vs,B,0.09203004721221865,10.285714284496397,optimal,"['ICDHyr', 'MDH2']",2
1,MILP,vs,B,0.09203004721221865,10.285754595483134,optimal,"['RPE', 'RPI']",2
2,CB,ys,B,0.09203004723643873,0.0,optimal,"['ICDHyr', 'MDH2']",2
3,MILP,ys,B,1.0,2000.0,Infeasible,"['RPE', 'RPI']",2
4,CB,vs,C,0.09203004721221865,10.285714284496397,optimal,"['ICDHyr', 'MDH2']",2
5,MILP,vs,C,0.09203004721221865,10.285754595483134,optimal,"['RPE', 'RPI']",2
6,CB,ys,C,0.09203004721221865,10.285720463203706,optimal,"['ICDHyr', 'MDH2']",2
7,MILP,ys,C,0.09203004721221865,10.285754595239792,optimal,"['RPE', 'RPI']",2
