,MB,MC,CB,CC,PB,PC,tgt,Bio,Che,Mys,Cys,Pys,Mt,Ct,Pt,ICB_mb,ICC_mb,ICB_mc,ICC_mc,ICB_cb,ICC_cb,ICB_cc,ICC_cc,ICB_pb,ICC_pb,ICB_pc,ICC_pc
0,0.2415,0.08005,0.2415,0.08008,0.2415,0.08015,1.0,0.2415,0.08005,"['GLCabcpp', 'PYK']","['AKGDH', 'PYK']","['HEX1', 'PGL']",1.607,0.464,0.481,1.0,0.2415,2000.0,0.08005,1.0,0.2415,2000.0,0.08005,1.0,0.2415,2000.0,0.08005
1,0.24009,0.25041,0.24009,0.25037,0.24009,0.25037,0.9,0.21735,2.98538,"['FUM', 'MDH2']","['FUM', 'SUCOAS']","['FUM', 'PYK']",9.661,5.896,1.676,0.24009,0.21735,0.25037,1.88189,0.24009,0.21735,0.25037,1.88189,0.24009,0.21735,0.25037,1.88189
2,0.24008,0.25087,0.24009,0.25037,0.24009,0.25037,0.8,0.1932,5.89071,"['FUM', 'MDH']","['FUM', 'MDH3']","['FUM', 'HEX1']",17.046,12.213,2.032,0.24009,0.1932,0.25037,3.61501,0.24009,0.1932,0.25037,3.61501,0.24009,0.1932,0.25037,3.61501
3,0.18311,1.41483,0.18311,1.41479,0.24009,0.25037,0.7,0.16905,8.72155,"['PFL', 'TKT2']","['PFL', 'TKT2']","['FUM', 'MDH3']",18.857,13.728,3.118,0.18311,0.16905,0.06069,3.89348,0.18311,0.16905,0.06069,3.89348,0.24009,0.16905,0.25037,5.34814
4,0.18311,1.41483,0.18311,1.41479,0.24009,0.25037,0.6,0.1449,9.8153,"['PFL', 'TKT2']","['PFL', 'TKT2']","['FUM', 'G6PDH2r']",22.02,12.851,3.722,0.18311,0.1449,0.06069,8.15155,0.18311,0.1449,0.06069,8.15155,0.24009,0.1449,0.25037,7.08126
5,0.18311,1.41483,0.18311,1.41479,0.24009,0.25037,0.5,0.12075,10.90905,"['PFL', 'TKT2']","['PFL', 'TKT2']","['FUM', 'MDH2']",17.256,12.959,4.884,0.18311,0.12075,0.06069,10.11946,0.18311,0.12075,0.06069,10.11946,0.24009,0.12075,0.25037,8.81438
6,0.11729,2.31314,0.11729,2.31308,0.24009,0.25037,0.4,0.0966,12.00279,"['PFL', 'RPI']","['PFL', 'RPI']","['FRD2', 'FUM']",16.237,18.217,4.111,0.11729,0.0966,2.31308,7.85046,0.11729,0.0966,2.31308,7.85046,0.24009,0.0966,0.25037,9.83878
7,0.11729,2.31308,0.11729,2.31308,0.24009,0.25037,0.3,0.07245,13.01748,"['PFL', 'RPI']","['PFL', 'RPI']","['FUM', 'MDH3']",10.693,14.821,4.236,0.11729,0.07245,2.31308,10.55729,0.11729,0.07245,2.31308,10.55729,0.24009,0.07245,0.25037,10.72909
8,0.0531,8.97928,0.0531,8.97926,0.24009,0.25037,0.2,0.0483,13.93462,"['GLCptspp', 'PYK']","['GLCptspp', 'PYK']","['FUM', 'MDH2']",12.57,16.391,4.652,0.0531,0.0483,8.97926,9.84622,0.0531,0.0483,8.97926,9.84622,0.24009,0.0483,0.25037,11.61939
9,0.0531,8.97928,0.0531,8.97926,0.24009,0.25037,0.1,0.02415,14.85176,"['GLCptspp', 'PYK']","['GLCptspp', 'PYK']","['FUM', 'PFK']",13.231,18.523,4.717,0.0531,0.02415,8.97926,11.66311,0.0531,0.02415,8.97926,11.66311,0.24009,0.02415,0.25037,12.5097
10,-0.0,15.76889,-0.0,15.76889,0.24009,0.25037,1.4e-16,0.0,15.76889,"['RPE', 'RPI']","['ICDHyr', 'MDH3']","['FRD2', 'FUM']",2.039,1.424,10.921,0.0,0.0,0.0,15.76889,0.0,0.0,0.0,15.76889,0.24009,0.0,0.25037,13.39574
