,MB,MC,CB,CC,PB,PC,tgt,Bio,Che,Mys,Cys,Pys,Mt,Ct,Pt,ICB_mb,ICC_mb,ICB_mc,ICC_mc,ICB_cb,ICC_cb,ICB_cc,ICC_cc,ICB_pb,ICC_pb,ICB_pc,ICC_pc
0,0.2415,0.08005,0.2415,0.08008,0.2415,0.08008,1.0,0.2415,0.08005,['GLCabcpp'],['PYK'],['AKGDH'],1.215,0.367,0.432,1.0,0.2415,2000.0,0.08005,1.0,0.2415,2000.0,0.08005,1.0,0.2415,2000.0,0.08005
1,0.24009,0.25039,0.24009,0.25037,0.24009,0.25037,0.9,0.21735,2.98538,['FUM'],['FUM'],['FUM'],4.8,1.103,0.759,0.24009,0.21735,0.25037,1.88189,0.24009,0.21735,0.25037,1.88189,0.24009,0.21735,0.25037,1.88189
2,0.24009,0.25039,0.24009,0.25037,0.24009,0.25037,0.8,0.1932,5.89071,['FUM'],['FUM'],['FUM'],5.338,1.48,0.897,0.24009,0.1932,0.25037,3.61501,0.24009,0.1932,0.25037,3.61501,0.24009,0.1932,0.25037,3.61501
3,0.24009,0.25039,0.24009,0.25037,0.24009,0.25037,0.7,0.16905,8.72155,['FUM'],['FUM'],['FUM'],6.252,1.435,0.926,0.24009,0.16905,0.25037,5.34814,0.24009,0.16905,0.25037,5.34814,0.24009,0.16905,0.25037,5.34814
4,0.24009,0.25039,0.24009,0.25037,0.24009,0.25037,0.6,0.1449,9.8153,['FUM'],['FUM'],['FUM'],6.276,1.507,0.977,0.24009,0.1449,0.25037,7.08126,0.24009,0.1449,0.25037,7.08126,0.24009,0.1449,0.25037,7.08126
5,0.24009,0.25039,0.24009,0.25037,0.24009,0.25037,0.5,0.12075,10.90905,['FUM'],['FUM'],['FUM'],5.461,1.584,1.009,0.24009,0.12075,0.25037,8.81438,0.24009,0.12075,0.25037,8.81438,0.24009,0.12075,0.25037,8.81438
6,0.24009,0.25041,0.24009,0.25037,0.24009,0.25037,0.4,0.0966,12.00279,['FUM'],['FUM'],['FUM'],6.354,1.468,1.069,0.24009,0.0966,0.25034,9.83879,0.24009,0.0966,0.25037,9.83878,0.24009,0.0966,0.25037,9.83878
7,0.24009,0.25037,0.24009,0.25037,0.24009,0.25037,0.3,0.07245,13.01748,['FUM'],['FUM'],['FUM'],6.316,1.456,0.952,0.24009,0.07245,0.25037,10.72909,0.24009,0.07245,0.25037,10.72909,0.24009,0.07245,0.25037,10.72909
8,0.24009,0.25037,0.24009,0.25037,0.24009,0.25037,0.2,0.0483,13.93462,['FUM'],['FUM'],['FUM'],5.486,1.656,0.811,0.24009,0.0483,0.25037,11.61939,0.24009,0.0483,0.25037,11.61939,0.24009,0.0483,0.25037,11.61939
9,0.24009,0.25039,0.24009,0.25037,0.24009,0.25037,0.1,0.02415,14.85176,['FUM'],['FUM'],['FUM'],6.727,2.532,1.363,0.24009,0.02415,0.25037,12.5097,0.24009,0.02415,0.25037,12.5097,0.24009,0.02415,0.25037,12.5097
10,-0.0,15.76889,-0.0,15.76889,0.24009,0.25037,1.4e-16,0.0,15.76889,['ICDHyr'],['ICDHyr'],['FUM'],2.049,0.971,0.884,0.0,0.0,0.0,15.76889,-0.0,0.0,0.0,15.76889,0.24009,0.0,0.25037,13.39574
