,K,Biomass,Chemical,Time,Strategy
0,1,0.12075091668218425,10.909046397376875,0.9368362426757812,['GLCabcpp']
1,2,0.18310942408226902,1.4147942327339575,10.845100402832031,"['PFL', 'TKT2']"
2,3,0.18310942408229544,1.4147942327335763,102.67158508300781,"['HEX1', 'PFL', 'TKT2']"
