,K,Biomass,Chemical,Time,Strategy
0,1,0.09407251924811783,9.408977217958606,0.5991783142089844,['CS']
1,2,0.09407251924811783,9.408977213391264,0.6822376251220703,"['ALCD2x', 'CS']"
2,3,0.09407251924811783,9.4089772119553,0.7689228057861328,"['AKGDH', 'CS', 'MDH3']"
